"","pid","qa001b","gender","dispatch","qg12","qg10","qg1001","qg901","qg702","qn4003","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0","qp605","qu201","qu202","qu802","qu702","w01","kwa2_b_1","qn203","qn4001","qn201_b_1","qn202"
"1688",320355103,NA,1,"Contract",60000,5,NA,1000,4000,5,4,3,1,5,10,10,10,1,"城镇治疗",1,1,4,1,7,77,5,5,4,7
"1689",320356101,NA,1,"Contract",45000,5,NA,500,NA,5,1,4,79,8,8,8,5,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,7,NA
"1690",320357101,NA,0,"Contract",20000,5,NA,NA,NA,5,4,5,79,2,5,5,5,2,"城镇治疗",1,5,1,7,NA,NA,5,5,0,0
"1691",320362102,NA,0,"Contract",33000,5,NA,300,NA,5,3,4,79,5,4,6,5,2,"新型农村",5,5,2,NA,4,NA,NA,5,3,NA
"1692",320362103,NA,0,"Contract",38600,5,NA,290,NA,5,4,4,79,3,0,5,0,1,"一无所有",1,1,4,7,5,NA,5,5,2,3
"1693",320363102,NA,0,"Contract",60000,5,NA,268,NA,5,2,2,79,4,8,5,4,2,"城镇治疗",1,5,5,7,NA,NA,5,5,1,3
"1694",320365104,NA,0,"Contract",43000,5,NA,330,NA,5,3,5,79,5,5,5,6,2,"新型农村",1,1,3,1,NA,NA,5,5,3,5
"1695",320367102,NA,0,"Dispatch",60000,1,475,364,700,1,3,2,79,3,8,7,6,2,"新型农村",1,5,5,1,4,NA,5,5,1,1
"1696",320370104,NA,1,"Contract",75000,5,NA,420,NA,5,3,3,2,8,5,8,8,2,"城镇治疗",1,5,4,1,4,NA,5,5,7,7
"1697",320370105,NA,0,"Contract",50000,1,150,NA,NA,5,3,2,78,2,10,10,10,2,"城镇治疗",1,1,5,1,6,NA,5,5,1,1
"1698",320372104,NA,0,"Contract",50000,5,NA,327,NA,5,3,3,78,3,3,4,4,2,"城镇治疗",1,1,4,7,4,NA,5,5,7,2
"1699",320373101,NA,1,"Contract",85000,1,300,350,NA,5,4,4,3,5,8,8,10,2,"城镇治疗",1,1,5,1,6,NA,5,5,7,7
"1700",320373104,NA,0,"Contract",50000,1,NA,220,NA,5,4,3,79,5,2,7,7,2,"城镇治疗",1,5,5,1,5,NA,5,5,3,7
"1701",320374101,NA,1,"Contract",70000,5,NA,280,NA,5,4,4,3,3,5,5,5,2,"城镇治疗",1,1,3,2,4,NA,5,5,3,3
"1702",320374102,NA,0,"Contract",2150,5,NA,NA,NA,5,3,3,79,1,6,5,10,5,"新型农村",5,5,1,NA,NA,NA,NA,5,2,NA
"1703",320374103,NA,0,"Contract",153960,5,NA,NA,NA,5,4,4,1,3,10,9,10,2,"新型农村",1,5,5,1,5,NA,5,5,0,7
"1704",320375104,NA,0,"Contract",70000,5,NA,500,500,5,4,4,1,1,10,10,10,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,1
"1705",320376106,NA,0,"Contract",25500,5,NA,270,NA,5,3,4,78,5,8,6,10,2,"城镇治疗",1,5,4,2,6,NA,5,5,0,0
"1706",320379103,NA,1,"Contract",50000,1,160,416,300,5,4,4,78,7,10,8,10,2,"城镇治疗",1,5,4,7,4,NA,5,5,0,1
"1707",320379104,NA,0,"Contract",37440,1,300,200,NA,1,4,4,79,5,9,8,4,2,"城镇治疗",1,1,2,7,4,NA,5,5,5,3
"1708",320380101,NA,1,"Contract",70000,5,NA,NA,NA,5,4,4,79,5,10,7,7,4,"新型农村",1,5,5,7,4,NA,5,5,0,7
"1709",320381101,NA,1,"Contract",40000,5,NA,246,2000,5,4,4,1,3,10,10,9,4,"城镇治疗",1,1,4,3,5,NA,5,5,0,1
"1710",320382101,NA,0,"Contract",3000,5,NA,NA,NA,5,4,2,78,5,2,2,2,5,"新型农村",5,5,1,NA,NA,NA,NA,NA,0,NA
"1711",320383101,NA,1,"Contract",80000,5,NA,400,NA,5,5,5,79,5,7,5,7,2,"城镇治疗",1,5,5,1,NA,NA,5,5,7,2
"1712",320383103,NA,0,"Contract",1e+05,1,1714,1300,1000,1,2,3,78,6,10,7,8,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,0
"1713",320383104,NA,1,"Contract",54000,5,NA,273,NA,5,3,3,78,5,3,8,4,2,"城镇治疗",1,1,5,7,4,NA,5,NA,0,0
"1714",320383501,NA,0,"Contract",16000,1,230,800,200,5,3,4,78,7,10,8,10,2,"城镇治疗",1,1,5,1,6,NA,5,5,2,1
"1715",320384103,NA,1,"Contract",120000,1,120,300,400,1,4,4,78,3,8,7,9,2,"城镇治疗",1,1,3,1,6,NA,5,5,7,3
"1716",320384104,NA,0,"Contract",80000,1,240,297,NA,5,4,4,78,5,10,9,9,2,"城镇治疗",1,1,5,1,6,NA,5,5,3,5
"1717",320385101,NA,1,"Contract",90000,5,NA,0,NA,5,3,3,79,7,7,8,8,2,"城镇治疗",1,1,4,1,NA,NA,5,5,2,4
"1718",320387104,NA,1,"Contract",52000,1,320,658,700,5,3,4,78,8,7,8,7,1,"城镇治疗",1,1,4,1,5,NA,5,5,0,1
"1719",320391102,NA,0,"Contract",40000,1,250,260,NA,1,2,3,78,5,5,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,1
"1720",330001101,NA,0,"Contract",19716,5,NA,307,NA,5,2,3,79,5,10,5,5,2,"城镇治疗",1,5,4,NA,NA,NA,5,5,0,7
"1721",330001103,NA,0,"Contract",60000,5,NA,300,1000,5,4,4,78,7,7,9,7,1,"城镇治疗",1,1,4,1,6,NA,5,5,0,2
"1722",330004101,NA,0,"Contract",26400,5,NA,NA,NA,5,5,4,79,5,5,0,0,2,"城镇居民",5,5,3,NA,NA,NA,NA,5,7,NA
"1723",330004103,NA,0,"Contract",1e+05,1,1250,1500,NA,1,4,4,78,5,10,8,5,2,"公费治疗",1,1,5,2,7,NA,5,5,7,7
"1724",330005102,NA,0,"Contract",20000,5,NA,NA,NA,5,4,4,79,7,7,7,4,2,NA,1,5,5,7,NA,NA,5,5,0,2
"1725",330005103,NA,1,"Contract",3000,5,NA,NA,NA,5,4,4,79,6,8,5,7,1,"城镇治疗",1,1,5,1,6,77,5,5,2,7
"1726",330006103,NA,0,"Contract",55000,5,NA,300,NA,5,3,4,78,8,7,9,8,2,"城镇治疗",1,1,4,2,6,NA,5,5,3,4
"1727",330006431,NA,1,"Contract",1e+05,1,2000,0,NA,1,4,4,78,5,9,8,8,2,"城镇治疗",1,1,4,1,7,NA,5,NA,7,7
"1728",330008101,NA,1,"Contract",15720,5,NA,NA,500,5,2,4,1,3,3,5,3,2,"城镇治疗",1,5,4,1,NA,NA,5,5,7,7
"1729",330008104,NA,0,"Contract",15000,5,NA,0,NA,5,5,5,78,5,5,7,5,2,"城镇治疗",1,5,5,1,5,NA,5,NA,7,7
"1730",330009101,NA,1,"Contract",45000,5,NA,300,NA,5,2,2,79,6,9,10,6,2,"城镇治疗",1,1,4,1,NA,NA,5,NA,7,5
"1731",330011101,NA,1,"Contract",48000,5,NA,NA,NA,5,4,4,79,10,6,7,3,2,"新型农村",1,1,3,3,NA,NA,5,5,3,3
"1732",330012101,NA,1,"Contract",60000,1,1000,1000,NA,1,2,4,78,7,3,7,3,2,"城镇治疗",1,1,5,1,6,NA,5,5,7,2
"1733",330012104,NA,0,"Dispatch",NA,NA,NA,NA,NA,5,4,4,78,5,7,6,6,2,"城镇居民",1,1,3,NA,6,NA,5,5,5,5
"1734",330016102,NA,0,"Contract",16500,5,NA,340,NA,5,5,5,79,2,5,10,10,4,"城镇居民",5,5,1,NA,NA,NA,NA,5,0,NA
"1735",330020101,NA,1,"Dispatch",60000,5,NA,0,NA,5,4,4,78,5,7,2,2,2,"城镇治疗",5,5,1,NA,0,NA,NA,1,7,NA
"1736",330025103,NA,0,"Contract",1e+05,1,1200,0,NA,1,2,3,78,5,10,5,7,2,"城镇治疗",1,1,4,1,7,NA,5,NA,5,7
"1737",330026103,NA,1,"Contract",60000,1,500,600,300,5,4,4,78,8,5,7,7,1,"城镇治疗",1,1,5,1,6,NA,5,5,2,7
"1738",330027102,NA,0,"Contract",40800,5,NA,NA,NA,1,3,2,79,7,9,7,9,5,"城镇治疗",5,5,1,NA,NA,NA,NA,5,0,NA
"1739",330027103,NA,0,"Contract",2000,5,NA,NA,NA,5,1,4,78,3,6,9,7,1,NA,1,5,4,7,5,NA,5,5,0,0
"1740",330038103,NA,1,"Contract",130000,1,1300,2600,5000,1,4,3,78,8,5,8,5,2,"公费治疗",1,5,5,3,6,77,5,5,1,7
"1741",330044104,NA,0,"Contract",40000,1,155,350,NA,5,3,4,2,1,10,8,10,2,"城镇治疗",1,1,5,1,6,NA,5,5,4,2
"1742",330046101,NA,1,"Contract",1e+05,5,NA,700,NA,5,4,4,79,6,7,7,6,2,"城镇治疗",1,1,5,1,7,NA,5,NA,1,6
"1743",330046104,NA,1,"Contract",135000,1,2300,1500,6500,1,4,4,78,7,4,3,5,2,"城镇治疗",1,1,4,1,7,NA,5,NA,0,7
"1744",330046105,NA,0,"Contract",305000,1,1200,2000,NA,1,4,4,78,5,6,7,5,2,"城镇治疗",1,1,5,1,7,NA,5,NA,0,7
"1745",330046501,NA,0,"Contract",70000,5,NA,320,NA,5,5,5,79,10,5,6,5,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,7
"1746",330049101,NA,0,"Contract",55000,5,NA,NA,NA,5,3,4,79,5,5,3,3,2,"城镇治疗",1,5,4,7,NA,NA,5,5,0,0
"1747",330049102,NA,1,"Contract",70000,5,NA,344,NA,5,4,4,79,2,9,7,5,2,"新型农村",5,5,3,NA,3,1,NA,5,0,NA
"1748",330052101,NA,1,"Contract",1e+05,1,1100,2200,5000,5,4,4,1,8,5,5,6,2,"城镇治疗",5,1,5,1,8,NA,5,NA,0,7
"1749",330058105,NA,0,"Contract",65000,5,NA,400,NA,1,4,4,79,7,3,3,2,2,"城镇治疗",1,1,5,7,5,NA,5,5,2,7
"1750",330060531,NA,1,"Contract",58000,5,NA,300,NA,5,4,4,79,5,5,5,5,2,"城镇治疗",1,1,3,7,4,NA,5,NA,7,7
"1751",330061101,NA,1,"Contract",49000,5,NA,344,NA,1,4,4,79,3,9,5,8,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,7,NA
"1752",330061103,NA,0,"Contract",60000,1,1100,NA,NA,1,2,2,78,5,5,5,3,2,"城镇治疗",1,1,5,1,7,NA,5,5,3,7
"1753",330062101,NA,1,"Contract",43800,5,NA,370,NA,5,4,4,79,3,6,10,8,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,1,NA
"1754",330062104,NA,0,"Contract",16800,5,NA,320,NA,5,4,4,1,6,6,5,5,1,"城镇治疗",1,1,4,1,6,77,5,5,1,7
"1755",330064102,NA,1,"Dispatch",80000,1,194,500,NA,1,4,2,2,3,5,6,5,2,"城镇治疗",1,5,1,7,4,NA,5,5,0,4
"1756",330066101,NA,1,"Contract",10800,5,NA,NA,NA,5,5,5,79,5,7,5,7,2,"新型农村",5,5,5,NA,NA,NA,NA,NA,7,NA
"1757",330067103,NA,1,"Contract",64800,5,NA,625,1595,5,4,4,78,5,8,5,8,1,"新型农村",1,1,5,7,5,NA,5,5,0,7
"1758",330068102,NA,1,"Contract",63000,5,NA,300,NA,5,4,4,79,4,3,4,4,2,"新型农村",5,5,3,NA,4,NA,NA,5,1,NA
"1759",330068103,NA,0,"Contract",35000,5,NA,360,NA,5,3,4,78,4,7,8,6,2,"新型农村",5,1,5,1,5,NA,5,5,7,4
"1760",330075101,NA,0,"Contract",30000,5,NA,340,NA,5,3,4,79,5,6,6,6,2,"新型农村",5,5,1,NA,NA,NA,NA,5,0,NA
"1761",330075103,NA,0,"Contract",42000,1,148,330,NA,5,4,4,3,5,5,5,3,2,"城镇治疗",1,1,4,1,6,NA,5,5,1,1
"1762",330080103,NA,1,"Contract",50000,5,NA,300,NA,5,4,4,78,5,4,6,4,2,"新型农村",5,5,2,NA,4,NA,NA,5,0,NA
"1763",330081101,NA,1,"Contract",2e+05,5,NA,800,NA,5,4,2,78,4,6,8,8,2,"城镇治疗",5,1,3,7,NA,NA,5,5,7,7
"1764",330081102,NA,0,"Contract",40000,5,NA,100,NA,1,2,4,78,7,6,7,6,2,"城镇治疗",1,1,3,1,NA,NA,5,NA,7,4
"1765",330082101,NA,1,"Dispatch",60000,5,NA,NA,NA,5,4,4,78,6,5,6,6,2,"城镇居民",1,1,4,2,7,NA,5,5,1,7
"1766",330082501,NA,0,"Contract",60000,5,NA,500,NA,5,4,4,78,6,4,5,6,2,"城镇居民",1,1,4,7,7,NA,5,NA,0,5
"1767",330096103,NA,1,"Contract",70000,1,300,0,NA,5,3,4,78,6,6,3,2,2,"城镇治疗",1,1,4,7,5,NA,5,5,1,1
"1768",330096104,NA,0,"Contract",NA,NA,NA,NA,NA,5,4,4,78,6,8,9,10,2,"新型农村",1,5,4,NA,4,NA,5,5,4,4
"1769",330101101,NA,1,"Contract",78000,5,NA,NA,1000,5,4,5,2,0,7,0,0,2,"城镇治疗",1,1,5,2,5,NA,5,5,1,7
"1770",330101103,NA,0,"Contract",3200,5,NA,NA,NA,5,4,3,79,7,NA,NA,NA,2,"新型农村",5,5,1,NA,NA,NA,NA,5,NA,NA
"1771",330104103,NA,1,"Contract",60000,5,NA,NA,NA,1,3,4,79,0,10,8,5,2,"城镇治疗",1,5,3,7,NA,NA,5,5,7,7
"1772",330104104,NA,0,"Contract",75000,5,NA,340,NA,1,3,4,78,3,8,8,5,2,"城镇治疗",1,5,5,4,NA,NA,5,5,0,1
"1773",330106103,NA,0,"Contract",40900,5,NA,NA,NA,5,4,4,79,5,7,5,4,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,5,NA
"1774",330106104,NA,0,"Contract",35000,5,NA,NA,NA,5,4,3,78,6,10,8,8,2,"城镇治疗",1,1,5,1,6,NA,5,5,2,7
"1775",330108101,NA,0,"Contract",80000,5,NA,NA,NA,1,4,4,78,5,5,2,5,2,"城镇治疗",1,1,5,1,NA,NA,5,5,3,7
"1776",330108102,NA,1,"Contract",1e+05,5,NA,320,200,1,4,4,79,2,8,6,3,2,"城镇治疗",1,1,3,2,NA,NA,5,5,0,0
"1777",330112101,NA,1,"Contract",32000,1,100,424,NA,1,4,5,79,4,8,8,7,2,"城镇治疗",1,5,5,1,NA,NA,5,5,3,7
"1778",330112103,NA,0,"Contract",30000,5,NA,NA,NA,1,4,4,79,5,9,9,5,2,"城镇治疗",1,5,5,2,NA,NA,5,5,2,3
"1779",330118103,NA,1,"Contract",2e+05,1,509,350,NA,5,3,3,78,2,9,6,8,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,7
"1780",330124103,NA,1,"Contract",50000,1,300,300,NA,5,3,4,79,1,7,6,6,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,7
"1781",330133104,NA,0,"Contract",55000,5,NA,530,NA,5,3,3,78,5,10,10,10,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,7
"1782",330135101,NA,1,"Contract",50000,5,NA,0,NA,5,4,4,79,5,2,8,10,2,"城镇治疗",5,5,4,NA,NA,NA,NA,5,0,NA
"1783",330154102,NA,0,"Contract",60000,5,NA,140,150,5,3,4,2,7,3,7,5,2,"城镇治疗",1,1,5,1,6,NA,5,5,7,7
"1784",330160102,NA,1,"Dispatch",26000,5,NA,300,800,5,1,2,78,3,8,7,5,2,"城镇治疗",1,5,5,7,NA,NA,5,5,7,7
"1785",330161103,NA,0,"Contract",1e+05,1,150,150,NA,1,4,3,78,5,7,8,8,4,"城镇治疗",1,1,5,1,6,NA,5,5,0,7
"1786",330162101,NA,0,"Contract",20000,5,NA,250,2000,5,3,4,78,8,6,8,4,2,"城镇治疗",1,1,5,7,NA,NA,5,5,5,3
"1787",330162102,NA,0,"Contract",20000,5,NA,400,NA,5,2,4,78,6,5,5,6,1,"城镇居民",1,1,4,1,7,77,5,5,1,5
"1788",330164101,NA,0,"Dispatch",40000,1,400,200,500,5,3,3,79,3,7,9,8,1,"新型农村",1,1,5,1,7,NA,5,5,0,0
"1789",330164104,NA,0,"Dispatch",80000,1,400,800,1000,1,3,3,78,0,10,7,6,2,"城镇治疗",1,5,4,1,7,NA,5,NA,2,4
"1790",330169101,NA,1,"Contract",110000,1,1500,650,250,1,4,4,79,5,8,5,5,2,"城镇治疗",1,1,5,1,7,NA,5,NA,7,7
"1791",330169501,NA,0,"Contract",70000,1,200,420,7000,5,4,2,78,3,8,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,5,7,7
"1792",330174104,NA,0,"Contract",35000,5,NA,216,NA,5,4,4,79,0,10,8,4,2,"新型农村",1,5,1,7,4,NA,5,5,0,7
"1793",330178103,NA,0,"Contract",1e+05,1,2400,300,NA,5,4,4,2,6,8,7,7,1,"城镇治疗",1,1,4,1,7,NA,5,5,2,3
"1794",330178104,NA,0,"Contract",83100,5,NA,0,NA,5,3,3,78,5,5,7,5,2,"城镇治疗",1,1,5,1,5,NA,5,5,3,7
"1795",330181102,NA,1,"Contract",7500,1,240,800,NA,5,1,3,78,5,10,8,8,2,"城镇治疗",1,5,4,1,6,NA,5,5,0,7
"1796",330187103,NA,0,"Dispatch",120000,1,1000,NA,500,5,4,4,78,2,8,8,5,2,"城镇治疗",1,1,5,1,7,NA,5,5,2,3
"1797",330187104,NA,1,"Contract",170000,1,1000,300,NA,5,4,4,78,6,7,8,7,1,"城镇治疗",1,1,3,1,7,NA,5,5,0,2
"1798",330199101,NA,0,"Contract",90000,1,1000,500,800,1,4,4,78,7,5,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,NA,1,7
"1799",330201103,NA,1,"Contract",60000,1,700,500,1000,5,3,4,78,3,6,7,7,1,"新型农村",1,1,5,1,7,NA,5,5,1,7
"1800",330203101,NA,1,"Contract",60000,5,NA,NA,500,1,4,3,79,6,5,7,6,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,0,NA
"1801",330203103,NA,1,"Contract",90000,1,300,250,NA,5,4,4,78,5,6,2,4,1,"城镇治疗",1,5,5,1,7,NA,5,5,5,7
"1802",330206102,NA,1,"Contract",30000,1,350,650,NA,5,4,4,78,3,6,5,4,2,"新型农村",1,5,4,5,NA,NA,5,5,1,0
"1803",330211105,NA,0,"Dispatch",60000,1,233,NA,NA,5,4,4,78,6,9,8,5,2,"公费治疗",1,1,5,1,7,4,5,5,1,1
"1804",330211106,NA,0,"Contract",54000,5,NA,200,NA,5,3,4,78,5,10,7,8,1,"补充医疗",1,1,5,1,6,1,5,5,2,7
"1805",330221102,NA,1,"Contract",15000,5,NA,260,NA,5,3,3,78,5,10,8,8,1,"新型农村",1,1,4,1,6,77,5,5,1,3
"1806",330223102,NA,1,"Contract",150000,5,NA,300,NA,5,4,4,78,5,6,5,7,1,"公费治疗",1,1,5,1,7,NA,5,NA,1,7
"1807",330224102,NA,0,"Contract",65000,1,350,NA,2300,1,4,4,78,5,2,5,2,2,"新型农村",1,5,5,5,6,NA,5,5,0,0
"1808",330224103,NA,0,"Contract",8000,1,250,250,100,5,4,4,78,5,6,10,5,1,"城镇治疗",1,1,4,1,7,77,5,5,0,7
"1809",330225104,NA,0,"Contract",110000,1,1900,NA,NA,5,4,4,78,8,7,6,6,1,"公费治疗",5,1,5,1,8,NA,5,NA,0,3
"1810",330229103,NA,1,"Contract",30000,1,1150,400,250,5,4,4,78,5,6,6,6,1,"城镇治疗",1,1,4,4,7,NA,5,5,0,1
"1811",330231103,NA,0,"Contract",80000,1,500,100,NA,5,4,4,78,7,5,7,5,1,"城镇治疗",1,1,3,1,6,NA,5,5,1,3
"1812",330234102,NA,1,"Contract",72000,5,NA,280,NA,5,4,4,78,5,5,7,8,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,7
"1813",330242101,NA,1,"Contract",48000,1,184,310,NA,5,2,3,2,3,8,7,8,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,1,NA
"1814",330249101,NA,1,"Contract",NA,1,199,NA,NA,1,3,3,79,3,8,7,8,2,"城镇治疗",1,5,4,7,NA,NA,5,5,0,1
"1815",330250104,NA,0,"Contract",42000,1,360,300,NA,1,3,4,78,6,7,8,8,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,0
"1816",330255102,NA,1,"Contract",50000,1,400,300,83,1,5,5,3,8,3,7,3,2,"公费治疗",1,5,5,1,NA,NA,5,5,7,7
"1817",330262101,NA,1,"Contract",20000,1,360,500,NA,5,4,4,78,5,5,9,8,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,2
"1818",330266104,NA,0,"Contract",150000,1,1000,2700,NA,5,4,4,78,9,7,7,7,2,"城镇治疗",1,1,5,1,6,NA,5,NA,7,7
"1819",330268107,NA,0,"Contract",30000,5,NA,325,NA,5,3,5,2,5,8,10,10,2,"城镇治疗",1,1,4,7,4,NA,5,5,0,7
"1820",330271104,NA,0,"Dispatch",40000,1,800,260,NA,5,4,4,2,6,1,3,1,2,"城镇治疗",1,5,5,1,6,NA,5,5,1,7
"1821",330272101,NA,1,"Contract",58000,5,NA,227,NA,5,3,4,79,5,7,7,5,2,"城镇居民",1,5,5,7,NA,NA,5,NA,7,3
"1822",330286551,NA,0,"Contract",40000,5,NA,NA,NA,5,4,4,2,2,8,6,8,2,"新型农村",1,1,5,2,5,NA,5,5,0,0
"1823",330287101,NA,0,"Contract",50000,5,NA,200,NA,5,5,5,78,10,5,10,5,2,"新型农村",1,5,5,7,NA,NA,5,5,1,0
"1824",330287102,NA,1,"Contract",110000,5,NA,200,NA,5,5,5,79,8,5,5,3,2,"城镇治疗",1,1,5,1,NA,NA,5,5,7,7
"1825",330288501,NA,0,"Contract",40000,5,NA,0,NA,5,5,5,78,6,7,5,7,2,"一无所有",1,5,4,1,4,NA,5,5,0,0
"1826",330289101,NA,0,"Contract",NA,NA,NA,NA,NA,5,4,2,78,5,2,5,5,1,"城镇居民",1,1,3,NA,7,NA,5,NA,2,7
"1827",330290101,NA,0,"Contract",50000,1,140,500,2000,1,3,4,78,5,4,6,6,2,"城镇治疗",1,1,5,1,7,NA,5,5,1,3
"1828",330290104,NA,1,"Contract",65000,5,NA,700,200,5,4,3,78,1,10,5,10,2,"城镇治疗",1,1,5,1,5,NA,5,5,0,7
"1829",330295101,NA,1,"Contract",48000,1,NA,255,NA,5,4,3,79,2,7,7,4,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,3,NA
"1830",330301102,NA,1,"Contract",34800,5,NA,235,2400,5,5,4,79,4,10,3,8,2,"城镇治疗",5,5,1,NA,0,NA,NA,5,0,NA
"1831",330304101,NA,1,"Contract",110000,5,NA,208,NA,5,4,4,79,4,8,6,3,2,"城镇治疗",1,1,3,1,4,NA,5,5,0,0
"1832",330309101,NA,0,"Contract",30000,5,NA,NA,NA,5,2,2,79,9,7,6,8,2,"新型农村",1,1,5,1,4,NA,5,5,1,0
"1833",330309102,NA,1,"Dispatch",40000,5,NA,NA,NA,5,5,5,79,6,8,6,8,2,"新型农村",5,5,1,NA,10,NA,NA,5,6,NA
"1834",330309104,NA,1,"Contract",1e+05,5,NA,330,300,5,4,4,79,7,5,6,5,2,"城镇治疗",1,1,5,2,6,NA,5,5,7,5
"1835",330310101,NA,1,"Contract",65000,5,NA,260,NA,1,4,4,79,7,6,5,3,2,"城镇治疗",1,5,5,1,7,NA,5,5,1,7
"1836",330313106,NA,1,"Contract",82000,5,NA,257,NA,5,4,4,1,7,9,5,9,2,"城镇治疗",1,1,3,1,6,NA,5,5,2,2
"1837",330314102,NA,0,"Contract",50000,5,NA,NA,NA,5,3,3,78,3,10,5,NA,2,"一无所有",5,5,1,NA,NA,NA,NA,5,0,NA
"1838",330339104,NA,1,"Contract",10000,1,400,300,NA,5,3,3,79,0,10,5,10,2,"补充医疗",1,1,5,1,7,NA,5,5,2,4
"1839",330339551,NA,0,"Contract",30000,5,NA,200,NA,5,2,3,79,4,8,7,8,2,"补充医疗",1,1,5,7,5,NA,5,5,0,3
"1840",330340104,NA,0,"Contract",1e+05,5,NA,200,NA,5,4,4,78,4,8,5,9,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,1
"1841",330341551,NA,0,"Contract",40000,5,NA,254,NA,5,3,3,79,5,5,5,7,2,"补充医疗",1,1,5,1,5,NA,5,5,2,5
"1842",330347102,NA,1,"Contract",55000,5,NA,0,NA,5,3,3,79,7,7,5,8,4,"新型农村",1,1,5,7,6,NA,5,5,0,4
"1843",330350103,NA,0,"Contract",50000,5,NA,200,NA,5,4,4,79,7,6,6,7,2,"补充医疗",1,1,5,1,6,NA,5,5,1,1
"1844",330387101,NA,1,"Contract",48000,5,NA,NA,500,5,4,4,2,8,9,8,8,2,"一无所有",1,5,4,7,4,NA,5,5,2,2
"1845",340002101,NA,0,"Dispatch",24000,5,NA,NA,NA,5,2,4,78,5,10,10,10,2,"新型农村",1,5,3,7,3,2,5,5,0,7
"1846",340014104,NA,1,"Dispatch",5000,1,500,500,100,5,4,4,78,4,10,7,9,1,"城镇治疗",1,1,5,1,7,1,1,5,2,7
"1847",340026601,NA,0,"Dispatch",16000,5,NA,NA,NA,5,4,4,2,9,1,4,1,2,"新型农村",1,5,5,NA,5,NA,5,5,0,2
"1848",340041103,NA,0,"Contract",NA,NA,NA,NA,NA,5,5,5,78,1,5,5,5,2,"一无所有",1,1,5,NA,5,4,5,5,0,7
"1849",340041104,NA,0,"Contract",40000,5,NA,NA,300,5,2,4,78,5,5,9,5,1,"新型农村",1,1,4,NA,7,NA,5,5,7,0
"1850",340057103,NA,1,"Contract",28000,5,NA,250,NA,5,3,4,79,8,5,10,10,2,"新型农村",1,5,4,7,4,1,5,5,0,0
"1851",340059102,NA,1,"Contract",140000,5,NA,NA,NA,5,3,3,79,4,10,5,5,2,"新型农村",1,5,3,7,4,NA,5,5,2,3
"1852",340066101,NA,1,"Contract",12000,5,NA,NA,NA,5,5,5,1,10,0,0,0,2,"公费治疗",5,5,1,NA,NA,NA,NA,NA,0,NA
"1853",340066102,NA,0,"Contract",12000,5,NA,NA,NA,5,5,5,78,10,0,0,0,2,"新型农村",5,5,1,NA,NA,NA,NA,5,0,NA
"1854",340072103,NA,1,"Contract",11000,5,NA,NA,NA,5,4,4,78,10,10,8,8,1,"新型农村",1,1,5,1,5,NA,5,5,0,3
"1855",340080102,NA,1,"Contract",57200,5,NA,350,NA,5,4,4,78,8,2,4,2,2,"新型农村",1,5,3,7,NA,NA,5,5,2,1
"1856",340090102,NA,0,"Contract",46148,5,NA,350,NA,5,2,4,3,5,10,5,10,2,"新型农村",5,5,1,NA,0,NA,NA,5,0,NA
"1857",340092103,NA,1,"Contract",50000,5,NA,NA,NA,5,2,4,78,5,5,3,4,1,"城镇治疗",1,1,5,1,7,1,5,5,0,7
"1858",340095103,NA,1,"Contract",1e+05,5,NA,356,NA,1,2,2,78,6,7,6,7,2,"城镇治疗",1,1,4,1,6,NA,1,5,2,3
"1859",340105101,NA,0,"Contract",35000,5,NA,NA,NA,5,4,4,78,7,8,8,8,2,"新型农村",5,5,1,NA,NA,NA,NA,NA,0,NA
"1860",340109601,NA,0,"Contract",NA,NA,NA,NA,NA,5,2,4,79,5,5,8,6,2,"一无所有",1,5,5,NA,5,NA,5,5,0,1
"1861",340119103,NA,1,"Contract",50000,1,0,NA,NA,5,4,4,78,1,5,5,5,1,"新型农村",1,5,5,1,4,NA,5,5,7,7
"1862",340125551,NA,0,"Contract",40000,5,NA,NA,NA,5,4,4,79,5,8,5,6,2,"新型农村",1,1,3,1,5,NA,5,5,0,0
"1863",340133101,NA,1,"Contract",40000,1,170,540,NA,5,3,4,2,5,10,10,10,2,"城镇治疗",5,5,5,NA,NA,NA,NA,5,7,NA
