"","pid","age","gender","dispatch","qg12","qg10","qg1001","qg901","qg702","qn4003","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0","qp605","qu201","qu202","qu802","qu702","w01","kwa2_b_1","qn203","qn4001","qn201_b_1","qn202","qp605"
"1935",350184103,34,1,"Contract",1e+05,5,NA,NA,NA,5,4,5,1,6,8,8,10,2,"补充医疗",1,1,4,1,5,NA,5,5,2,3,"补充医疗"
"1936",354524432,28,1,"Contract",72000,5,NA,0,NA,5,3,3,79,4,5,7,5,2,"一无所有",1,1,4,3,5,NA,5,5,2,7,"一无所有"
"1937",360013102,58,1,"Contract",20000,5,NA,240,NA,5,2,3,78,7,8,1,3,2,"新型农村",1,5,3,7,NA,NA,5,5,3,0,"新型农村"
"1938",360015101,51,1,"Dispatch",20000,5,NA,250,NA,5,3,3,78,7,1,9,2,2,"新型农村",1,5,5,7,NA,NA,5,5,3,7,"新型农村"
"1939",360015103,21,0,"Dispatch",8500,5,NA,NA,NA,5,3,2,78,7,2,5,6,1,"新型农村",1,5,4,3,6,77,5,5,1,1,"新型农村"
"1940",360017104,35,0,"Contract",34000,5,NA,NA,300,5,4,3,78,0,10,10,5,2,"新型农村",1,5,5,1,4,NA,5,5,0,7,"新型农村"
"1941",360023104,38,0,"Contract",62000,5,NA,NA,1000,5,4,4,2,3,10,8,9,2,"新型农村",1,1,5,1,4,NA,5,5,0,2,"新型农村"
"1942",360026102,43,1,"Dispatch",40000,5,NA,NA,NA,5,3,3,78,6,10,7,3,2,"新型农村",1,5,5,7,4,NA,5,5,0,7,"新型农村"
"1943",360033501,24,0,"Contract",NA,NA,NA,NA,NA,5,3,3,78,4,8,5,3,2,"新型农村",1,5,4,NA,3,NA,5,5,2,4,"新型农村"
"1944",360034105,21,0,"Contract",30000,1,NA,NA,NA,5,2,4,78,7,8,8,8,1,"公费治疗",1,5,3,2,6,77,5,5,0,2,"公费治疗"
"1945",360041103,29,1,"Contract",70000,1,500,1500,NA,5,2,4,78,7,6,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,5,3,5,"城镇治疗"
"1946",360041104,26,1,"Contract",45000,5,NA,0,400,5,4,3,1,7,8,6,6,2,"新型农村",1,1,5,1,6,NA,5,5,0,7,"新型农村"
"1947",360047103,23,0,"Dispatch",25000,5,NA,NA,NA,5,2,3,78,3,10,8,10,2,"新型农村",1,1,5,1,5,NA,5,5,0,0,"新型农村"
"1948",360050102,41,0,"Contract",7700,5,NA,223,NA,5,3,4,78,3,8,8,5,2,"一无所有",1,5,2,7,4,NA,5,5,0,0,"一无所有"
"1949",360051104,21,1,"Contract",6500,5,NA,NA,1000,5,3,3,2,3,5,4,4,1,"一无所有",1,5,3,7,5,NA,5,5,2,2,"一无所有"
"1950",360054103,25,1,"Contract",35000,5,NA,300,1200,5,3,4,78,6,10,9,9,1,"一无所有",1,1,4,NA,7,4,5,5,1,7,"一无所有"
"1951",360061103,32,1,"Contract",60000,5,NA,300,NA,5,4,4,78,5,10,8,10,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,7,"城镇治疗"
"1952",360095104,31,1,"Contract",130000,5,NA,212,1000,5,4,3,2,3,1,10,6,2,NA,1,5,5,1,4,2,5,5,3,7,NA
"1953",360099101,37,1,"Dispatch",60000,5,NA,NA,NA,5,4,3,78,6,5,5,4,2,"新型农村",1,5,3,3,4,NA,5,5,0,0,"新型农村"
"1954",360112106,23,0,"Contract",NA,NA,NA,NA,NA,5,2,2,1,5,5,7,6,2,"新型农村",1,1,5,NA,4,NA,5,5,0,1,"新型农村"
"1955",360115104,28,0,"Dispatch",NA,NA,NA,NA,NA,5,4,4,78,0,5,4,4,2,"新型农村",1,5,3,NA,3,NA,5,5,3,4,"新型农村"
"1956",360125102,53,0,"Contract",26000,5,NA,204,NA,5,1,2,79,5,7,9,8,2,"新型农村",1,5,5,7,NA,NA,5,5,0,0,"新型农村"
"1957",360125103,32,0,"Contract",120000,1,2500,NA,NA,5,3,3,78,3,9,5,6,1,"一无所有",1,1,5,1,7,NA,5,5,0,7,"一无所有"
"1958",360125104,30,0,"Contract",76000,1,1000,1000,NA,1,3,3,2,6,8,7,5,1,"城镇治疗",1,1,5,1,8,NA,5,NA,1,5,"城镇治疗"
"1959",360125105,28,0,"Contract",51000,1,1300,400,NA,5,4,4,78,5,7,6,8,1,"城镇治疗",1,1,5,1,8,NA,5,NA,0,1,"城镇治疗"
"1960",360130103,31,1,"Contract",75000,5,NA,300,NA,5,3,4,78,1,NA,5,3,2,"城镇治疗",1,5,5,1,6,NA,5,5,0,7,"城镇治疗"
"1961",360137103,30,1,"Contract",150000,1,NA,NA,4500,5,4,4,1,0,10,7,6,2,"城镇治疗",1,1,5,1,4,NA,5,5,0,5,"城镇治疗"
"1962",360137104,27,0,"Contract",50000,5,NA,NA,NA,5,2,3,78,8,1,5,4,2,"一无所有",1,1,5,1,4,NA,5,5,2,2,"一无所有"
"1963",360139103,40,0,"Contract",30000,5,NA,NA,NA,5,3,3,79,5,5,4,5,2,"新型农村",1,5,3,7,4,NA,5,5,1,0,"新型农村"
"1964",360142103,25,1,"Contract",NA,1,300,300,NA,5,4,4,1,4,10,7,7,1,"新型农村",1,1,4,3,7,NA,1,5,7,7,"新型农村"
"1965",360146106,27,0,"Dispatch",9000,5,NA,NA,NA,5,4,4,78,2,8,5,9,2,"新型农村",1,5,5,NA,4,2,5,5,0,0,"新型农村"
"1966",360155104,21,0,"Contract",60000,1,200,450,NA,5,3,3,79,6,7,8,6,1,"城镇治疗",1,1,5,1,6,4,5,5,0,3,"城镇治疗"
"1967",360160104,39,1,"Dispatch",91500,5,NA,168,400,5,4,4,3,6,4,4,5,2,"城镇治疗",1,1,5,2,4,NA,5,5,1,2,"城镇治疗"
"1968",360160106,40,0,"Contract",37400,1,100,146,NA,5,3,4,78,5,9,9,10,2,"一无所有",5,5,5,NA,4,2,NA,5,2,NA,"一无所有"
"1969",360172104,30,0,"Contract",20000,5,NA,600,NA,5,1,1,78,0,10,10,10,2,"城镇居民",1,5,5,1,6,NA,5,5,0,0,"城镇居民"
"1970",360184103,28,1,"Contract",1e+05,5,NA,NA,NA,5,4,4,78,0,3,10,5,2,"新型农村",1,1,3,3,5,NA,5,NA,0,0,"新型农村"
"1971",360185101,65,1,"Contract",15200,5,NA,NA,NA,5,3,5,79,7,9,5,6,2,"新型农村",5,5,3,NA,NA,NA,NA,NA,2,NA,"新型农村"
"1972",360187101,48,0,"Contract",4000,5,NA,NA,NA,5,2,2,78,0,8,4,8,2,"新型农村",1,5,1,7,NA,NA,5,5,0,0,"新型农村"
"1973",360187103,27,1,"Contract",60000,1,180,180,NA,5,5,5,78,10,0,0,0,1,"一无所有",5,1,5,1,4,NA,5,5,7,7,"一无所有"
"1974",360191102,64,1,"Contract",35700,5,NA,NA,NA,5,2,2,79,5,9,5,7,2,"新型农村",5,5,2,NA,NA,NA,NA,5,0,NA,"新型农村"
"1975",360199104,22,0,"Contract",NA,5,NA,NA,NA,5,3,3,78,8,9,10,10,1,"新型农村",1,1,5,1,7,4,5,1,7,7,"新型农村"
"1976",360207103,31,0,"Dispatch",48000,5,NA,NA,NA,5,4,4,79,0,10,10,5,2,"新型农村",1,5,3,NA,0,NA,5,5,0,0,"新型农村"
"1977",360216102,50,1,"Contract",1e+05,5,NA,NA,NA,5,4,2,79,2,6,4,5,2,"新型农村",1,5,5,7,NA,NA,5,5,0,7,"新型农村"
"1978",360219103,34,1,"Contract",45000,1,300,200,NA,5,4,3,78,5,7,7,7,2,"城镇治疗",1,1,3,1,7,1,5,5,0,0,"城镇治疗"
"1979",360223105,20,0,"Contract",5000,1,NA,500,NA,5,2,2,78,5,8,10,9,1,"城镇治疗",1,1,5,1,6,77,5,5,0,7,"城镇治疗"
"1980",360243106,24,0,"Contract",40000,5,NA,NA,NA,5,3,3,2,5,6,6,6,1,"新型农村",1,5,5,1,6,NA,5,5,0,1,"新型农村"
"1981",360247102,45,0,"Dispatch",30000,5,NA,NA,NA,1,4,4,79,10,6,5,3,2,"新型农村",5,5,5,NA,NA,NA,NA,5,0,NA,"新型农村"
"1982",360250106,33,0,"Contract",75000,5,NA,450,NA,5,3,4,79,6,10,8,10,2,"新型农村",1,1,5,1,4,NA,5,5,0,2,"新型农村"
"1983",360256102,32,0,"Dispatch",20000,5,NA,NA,NA,5,2,3,2,5,5,8,5,2,"一无所有",5,5,3,NA,4,NA,NA,5,1,NA,"一无所有"
"1984",360256531,56,1,"Contract",22000,5,NA,NA,NA,5,2,2,78,5,7,2,2,2,"新型农村",1,5,1,7,NA,NA,5,5,0,7,"新型农村"
"1985",360263101,56,1,"Contract",24000,5,NA,0,NA,5,4,4,78,6,2,8,6,4,"城镇居民",1,5,4,7,NA,NA,5,5,7,0,"城镇居民"
"1986",360263102,48,0,"Contract",20000,1,100,500,NA,5,4,4,78,7,8,7,5,4,"城镇治疗",1,5,5,7,NA,NA,5,5,7,7,"城镇治疗"
"1987",360263103,25,0,"Contract",30000,1,659,600,1000,1,4,4,78,5,5,8,8,1,"城镇治疗",1,1,5,1,8,77,5,NA,2,7,"城镇治疗"
"1988",360264103,27,1,"Contract",36000,1,2700,600,4800,1,2,3,2,5,3,5,2,1,"城镇治疗",1,1,5,1,7,NA,5,NA,0,7,"城镇治疗"
"1989",360272103,27,1,"Contract",96000,5,NA,200,NA,5,4,4,2,7,3,6,4,2,"城镇居民",1,1,5,1,5,NA,5,5,0,7,"城镇居民"
"1990",360273102,51,0,"Contract",NA,NA,NA,NA,NA,5,3,2,78,3,8,5,5,2,"城镇居民",5,5,3,NA,NA,NA,NA,5,0,NA,"城镇居民"
"1991",360275105,35,1,"Dispatch",80000,1,356,600,3000,1,2,2,78,6,10,7,5,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,2,"城镇治疗"
"1992",360278103,27,1,"Contract",55000,5,NA,130,NA,5,2,2,78,8,10,0,8,1,"城镇治疗",1,1,5,3,6,NA,5,5,0,7,"城镇治疗"
"1993",360283102,50,0,"Dispatch",40000,1,500,NA,NA,1,4,4,78,8,4,4,4,2,"城镇居民",5,5,4,NA,NA,NA,NA,5,3,NA,"城镇居民"
"1994",360288101,41,0,"Contract",30000,1,400,NA,NA,1,3,4,78,5,6,7,8,2,"城镇治疗",5,5,1,NA,5,NA,NA,5,0,NA,"城镇治疗"
"1995",360289103,36,1,"Contract",75000,5,NA,280,NA,5,2,4,79,1,10,8,10,2,"新型农村",1,5,4,1,5,NA,5,NA,1,3,"新型农村"
"1996",360297103,23,1,"Contract",13200,5,NA,NA,NA,5,2,4,78,6,10,8,10,1,"新型农村",1,1,5,1,6,1,5,5,5,7,"新型农村"
"1997",360298501,25,0,"Contract",NA,NA,NA,NA,NA,5,5,4,78,3,7,9,8,2,"新型农村",5,5,5,NA,5,NA,NA,5,0,NA,"新型农村"
"1998",360299101,53,1,"Contract",30000,5,NA,45,NA,5,3,4,79,6,5,5,7,2,"新型农村",1,5,4,7,NA,NA,5,5,0,7,"新型农村"
"1999",360299103,30,1,"Dispatch",90000,5,NA,NA,NA,1,2,4,1,6,6,6,3,2,"公费治疗",1,1,5,1,7,NA,1,5,7,7,"公费治疗"
"2000",360299551,27,0,"Dispatch",40000,1,245,120,NA,5,2,2,78,10,10,10,8,2,"城镇治疗",1,1,5,2,7,NA,5,5,0,1,"城镇治疗"
"2001",360300103,24,0,"Dispatch",1500,1,260,NA,NA,5,4,4,78,5,10,10,8,1,"城镇治疗",1,1,4,3,6,NA,5,5,0,7,"城镇治疗"
"2002",360301101,41,0,"Contract",7000,5,NA,NA,NA,5,2,3,78,10,8,6,9,2,"新型农村",5,5,1,NA,3,NA,NA,5,1,NA,"新型农村"
"2003",360302104,23,0,"Contract",60000,1,100,200,NA,1,5,5,78,5,8,8,6,2,"新型农村",1,1,5,1,6,NA,5,5,0,7,"新型农村"
"2004",360312103,38,0,"Dispatch",20000,5,NA,0,NA,5,4,4,78,1,10,10,0,2,"新型农村",5,5,5,NA,4,NA,NA,5,1,NA,"新型农村"
"2005",360313103,40,1,"Contract",70000,1,240,245,NA,5,4,4,79,5,6,5,7,2,"新型农村",1,5,3,6,5,NA,5,5,7,7,"新型农村"
"2006",360314101,44,0,"Dispatch",12000,5,NA,NA,NA,5,1,3,79,2,8,7,8,2,"新型农村",5,5,2,NA,5,NA,NA,5,4,NA,"新型农村"
"2007",360315103,23,1,"Contract",33000,1,100,370,NA,5,2,4,78,4,6,6,6,1,"城镇治疗",1,1,5,1,6,2,5,5,0,7,"城镇治疗"
"2008",360333103,30,1,"Contract",60000,5,NA,1000,NA,5,4,5,78,5,5,7,7,2,"补充医疗",1,1,5,1,6,NA,5,5,2,6,"补充医疗"
"2009",360335104,29,1,"Contract",30000,1,0,0,NA,5,4,4,78,10,0,0,0,1,"一无所有",1,5,5,3,5,2,5,5,2,2,"一无所有"
"2010",360336531,36,0,"Contract",90000,5,NA,NA,NA,1,3,3,78,8,8,1,2,2,"城镇治疗",5,1,5,1,6,NA,5,NA,0,7,"城镇治疗"
"2011",360344103,31,1,"Dispatch",35000,1,500,55,NA,5,1,3,2,3,8,5,5,2,"城镇治疗",1,1,4,1,7,NA,5,5,1,4,"城镇治疗"
"2012",360344105,29,0,"Dispatch",21000,5,NA,NA,NA,5,4,4,78,3,7,5,6,2,"城镇居民",1,1,5,1,5,NA,5,5,0,7,"城镇居民"
"2013",360344551,28,0,"Contract",25000,1,500,NA,NA,5,2,2,78,5,5,5,6,2,"城镇治疗",1,1,5,3,6,NA,5,5,0,1,"城镇治疗"
"2014",360541432,66,0,"Contract",8000,5,NA,NA,NA,5,4,4,78,5,10,10,10,2,"新型农村",5,5,1,NA,NA,NA,NA,5,0,NA,"新型农村"
"2015",370007103,29,0,"Dispatch",17000,1,200,600,NA,5,4,4,79,7,4,6,5,2,"城镇治疗",1,1,5,1,8,77,5,NA,0,7,"城镇治疗"
"2016",370012103,29,0,"Contract",18000,5,NA,NA,NA,5,1,5,78,6,7,8,9,2,"城镇治疗",1,1,4,NA,7,1,5,5,1,7,"城镇治疗"
"2017",370015102,53,1,"Contract",26400,1,200,800,200,1,5,2,78,7,4,7,8,2,"城镇治疗",1,5,4,1,NA,NA,5,5,5,1,"城镇治疗"
"2018",370016101,48,1,"Dispatch",35000,1,100,900,1000,5,4,4,78,5,9,5,5,2,"城镇治疗",1,1,5,1,NA,NA,5,5,2,7,"城镇治疗"
"2019",370016103,21,0,"Contract",24000,5,NA,200,NA,5,2,4,78,5,10,8,8,1,"城镇治疗",1,1,3,1,6,NA,5,5,7,7,"城镇治疗"
"2020",370017103,36,1,"Contract",18000,5,NA,200,NA,1,4,4,78,8,10,8,5,2,"城镇治疗",1,1,4,7,5,NA,5,5,3,7,"城镇治疗"
"2021",370019101,34,0,"Contract",28800,1,100,200,NA,5,3,4,78,3,6,5,5,2,"城镇治疗",1,5,4,1,5,NA,5,5,0,2,"城镇治疗"
"2022",370020101,39,1,"Contract",50000,1,1000,1000,1500,1,4,4,78,9,7,9,8,2,"城镇治疗",1,1,3,1,7,NA,5,5,7,7,"城镇治疗"
"2023",370020102,38,0,"Contract",30000,5,NA,NA,NA,5,3,4,78,6,7,8,8,2,"新型农村",1,1,5,4,5,NA,5,5,4,4,"新型农村"
"2024",370023101,53,0,"Contract",20000,5,NA,NA,NA,5,4,4,78,0,10,10,10,2,"新型农村",1,1,4,1,NA,NA,5,5,7,2,"新型农村"
"2025",370023103,29,0,"Contract",40000,5,NA,350,1900,5,4,4,1,5,10,9,8,2,"城镇治疗",1,1,4,1,6,4,5,5,7,7,"城镇治疗"
"2026",370024101,44,1,"Contract",40000,5,NA,300,NA,1,2,2,78,5,6,5,8,2,"城镇治疗",1,1,4,7,5,NA,5,5,5,6,"城镇治疗"
"2027",370027102,41,1,"Contract",30000,5,NA,240,NA,1,3,4,78,6,6,5,6,2,"城镇治疗",1,5,1,7,4,NA,5,5,7,7,"城镇治疗"
"2028",370037103,46,1,"Contract",80000,1,800,1000,NA,1,4,4,78,0,10,10,10,2,"城镇治疗",1,5,2,1,NA,NA,5,5,0,0,"城镇治疗"
"2029",370038103,29,1,"Contract",74000,5,NA,300,NA,5,4,4,78,6,8,8,7,2,"新型农村",1,1,5,1,5,NA,5,5,3,4,"新型农村"
"2030",370038551,28,0,"Dispatch",NA,NA,NA,NA,NA,5,5,5,78,6,6,6,7,2,"新型农村",5,5,5,NA,5,NA,NA,5,7,NA,"新型农村"
"2031",370048103,28,1,"Contract",30000,5,NA,300,3000,5,3,4,78,2,8,7,6,1,"城镇治疗",1,5,4,7,7,NA,5,5,7,7,"城镇治疗"
"2032",370053101,34,1,"Contract",40000,5,NA,400,NA,5,4,4,79,7,10,7,10,2,"城镇治疗",1,5,5,3,4,NA,5,5,3,3,"城镇治疗"
"2033",370053102,32,0,"Dispatch",30000,5,NA,300,NA,5,4,5,78,5,10,10,10,2,"城镇治疗",1,5,5,7,5,NA,5,5,0,4,"城镇治疗"
"2034",370058103,32,1,"Contract",103000,1,1000,1000,NA,5,2,4,78,5,8,7,7,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,7,"城镇治疗"
"2035",370059103,28,0,"Dispatch",40000,5,NA,255,NA,5,4,4,2,8,5,8,8,2,"城镇治疗",1,1,5,1,6,NA,5,5,1,7,"城镇治疗"
"2036",370061103,35,1,"Contract",50000,5,NA,0,NA,5,3,3,78,6,6,9,5,2,"新型农村",1,5,5,6,4,NA,5,5,3,2,"新型农村"
"2037",370071104,29,0,"Contract",NA,NA,NA,NA,NA,5,4,4,79,7,6,7,7,2,"城镇治疗",1,5,5,NA,5,NA,5,5,2,7,"城镇治疗"
"2038",370076103,31,1,"Dispatch",24000,5,NA,NA,NA,5,4,4,78,7,6,6,6,2,"新型农村",5,5,3,NA,4,NA,NA,5,0,NA,"新型农村"
"2039",370087102,56,1,"Contract",35400,5,NA,NA,20,5,3,5,79,6,5,5,10,2,"一无所有",5,5,1,NA,NA,NA,NA,5,7,NA,"一无所有"
"2040",370090103,31,0,"Contract",36000,1,180,500,NA,5,4,4,78,5,8,8,8,2,"城镇治疗",1,1,5,1,7,2,5,5,0,2,"城镇治疗"
"2041",370100101,54,1,"Contract",84040,1,180,NA,540,1,5,5,78,8,7,5,4,2,"城镇治疗",1,1,4,1,NA,NA,5,5,7,7,"城镇治疗"
"2042",370105101,42,1,"Contract",70000,1,NA,NA,NA,5,4,2,78,6,10,3,5,2,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA,"城镇治疗"
"2043",370109102,49,1,"Contract",90000,1,2400,900,NA,1,2,2,79,5,10,10,9,2,"城镇治疗",1,5,4,7,NA,NA,5,5,7,7,"城镇治疗"
"2044",370149551,23,0,"Contract",NA,NA,NA,NA,NA,5,4,4,78,8,2,5,3,2,"新型农村",1,1,5,NA,5,NA,5,5,0,2,"新型农村"
"2045",370161103,39,1,"Contract",15000,5,NA,NA,NA,5,2,3,78,1,5,5,5,2,"新型农村",1,1,4,4,5,NA,5,5,0,3,"新型农村"
"2046",370172103,29,1,"Contract",70000,5,NA,400,3000,5,3,3,78,0,5,5,5,2,"城镇治疗",1,1,4,1,7,2,5,5,0,7,"城镇治疗"
"2047",370174431,46,1,"Contract",64824,5,NA,0,NA,5,2,4,78,10,0,9,6,2,"新型农村",5,5,5,NA,NA,NA,NA,5,1,NA,"新型农村"
"2048",370187104,25,0,"Dispatch",250000,1,480,340,NA,5,4,4,78,2,9,8,7,2,"城镇治疗",1,1,5,3,5,NA,5,5,0,7,"城镇治疗"
"2049",370193103,25,1,"Contract",39600,5,NA,350,NA,5,2,3,78,5,7,8,8,1,"城镇治疗",1,1,4,1,7,NA,5,NA,7,7,"城镇治疗"
"2050",370195104,29,1,"Contract",48000,5,NA,300,NA,5,5,5,79,8,10,5,10,2,"新型农村",1,1,5,1,5,4,5,5,7,7,"新型农村"
"2051",370208103,31,1,"Contract",60000,5,NA,350,NA,5,4,4,78,2,10,5,9,2,"城镇治疗",1,1,5,1,4,NA,5,5,7,7,"城镇治疗"
"2052",370212104,28,0,"Contract",70000,1,400,750,1200,5,2,4,79,6,7,8,8,1,"补充医疗",1,1,4,1,8,1,5,5,1,7,"补充医疗"
"2053",370214103,32,1,"Dispatch",90000,1,500,500,200,5,4,4,78,5,10,8,10,2,"城镇治疗",1,1,5,1,5,NA,5,5,1,7,"城镇治疗"
"2054",370219104,33,1,"Dispatch",120000,5,NA,NA,NA,5,5,5,79,7,8,9,5,2,"城镇居民",5,5,5,NA,4,NA,NA,5,0,NA,"城镇居民"
"2055",370220104,28,0,"Dispatch",54000,1,200,600,NA,1,4,4,78,7,1,6,2,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,7,"城镇治疗"
"2056",370245103,26,0,"Contract",NA,NA,NA,NA,NA,5,4,5,78,5,10,5,5,2,"新型农村",1,1,4,NA,5,NA,5,5,3,1,"新型农村"
"2057",370260103,29,0,"Contract",40000,1,240,460,NA,5,4,4,78,NA,NA,10,6,2,"城镇治疗",1,5,5,7,3,NA,5,5,7,7,"城镇治疗"
"2058",370266102,40,1,"Contract",38000,5,NA,0,NA,5,4,4,78,6,1,9,10,4,"新型农村",1,1,5,1,5,NA,5,5,7,7,"新型农村"
"2059",370277105,26,1,"Contract",30000,1,NA,NA,NA,5,1,4,78,7,7,7,9,1,"公费治疗",1,1,5,1,7,77,5,5,0,7,"公费治疗"
"2060",370282105,32,1,"Contract",40000,1,200,570,NA,5,2,2,79,7,5,5,8,2,"城镇治疗",1,1,5,1,4,NA,5,5,7,7,"城镇治疗"
"2061",370282106,32,0,"Contract",40000,1,200,537,400,1,4,4,78,2,10,10,10,2,"城镇治疗",1,1,5,1,5,NA,1,5,1,5,"城镇治疗"
"2062",370299101,30,1,"Contract",30000,5,NA,NA,NA,5,3,3,2,4,6,5,6,2,"新型农村",1,5,3,7,4,NA,5,5,0,2,"新型农村"
"2063",370299102,30,0,"Contract",36000,5,NA,NA,400,5,3,3,78,5,5,10,5,2,"新型农村",1,5,5,7,3,NA,5,5,0,1,"新型农村"
"2064",370301101,44,0,"Dispatch",20000,5,NA,10,NA,5,3,4,79,7,5,5,3,2,"新型农村",1,5,4,1,4,NA,5,5,1,1,"新型农村"
"2065",370309103,31,0,"Contract",60000,1,550,NA,1000,5,4,4,79,6,7,7,7,2,"城镇治疗",1,5,5,1,7,NA,5,5,0,6,"城镇治疗"
"2066",370326102,39,0,"Contract",20000,1,NA,300,NA,5,2,4,78,9,8,8,8,2,"城镇治疗",1,5,3,1,5,NA,5,5,3,4,"城镇治疗"
"2067",370335103,20,0,"Dispatch",21600,5,NA,NA,NA,5,2,4,78,2,3,5,5,1,"新型农村",1,1,5,NA,5,NA,5,5,0,0,"新型农村"
"2068",370337102,51,1,"Dispatch",40000,1,80,400,NA,5,4,4,79,3,10,7,8,2,"城镇治疗",1,5,3,7,NA,NA,5,5,0,7,"城镇治疗"
"2069",370337103,26,1,"Contract",35000,5,NA,300,NA,5,4,4,79,5,10,7,7,1,"城镇治疗",1,5,5,7,5,NA,5,5,0,7,"城镇治疗"
"2070",370341101,60,1,"Contract",78000,1,NA,NA,NA,5,4,5,79,5,8,5,7,2,"城镇治疗",1,1,3,NA,NA,NA,5,5,4,3,"城镇治疗"
"2071",370341102,60,0,"Contract",NA,NA,NA,NA,NA,5,4,4,78,4,10,10,8,2,"城镇治疗",5,1,3,NA,NA,NA,5,5,0,0,"城镇治疗"
"2072",370342103,30,1,"Contract",67000,5,NA,400,1000,5,2,3,78,5,5,5,5,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,7,"城镇治疗"
"2073",370345103,30,0,"Dispatch",24000,1,190,300,800,5,1,1,78,7,8,8,8,2,"城镇治疗",1,1,4,1,6,NA,5,5,0,7,"城镇治疗"
"2074",370350103,25,1,"Contract",65000,1,100,NA,NA,1,4,4,78,2,1,6,3,1,"城镇治疗",1,1,3,1,6,NA,5,5,1,3,"城镇治疗"
"2075",370379102,59,1,"Contract",45000,1,NA,320,NA,5,5,5,78,5,6,4,4,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,0,NA,"城镇治疗"
"2076",370404103,29,1,"Contract",43000,5,NA,362,NA,5,2,3,79,2,7,6,8,2,"城镇治疗",1,5,2,4,4,NA,5,5,0,7,"城镇治疗"
"2077",370406103,30,1,"Contract",50000,5,NA,0,NA,5,3,4,3,3,8,7,10,2,"新型农村",1,1,4,1,5,NA,5,5,1,7,"新型农村"
"2078",370429101,49,0,"Dispatch",8000,5,NA,NA,NA,5,4,4,79,6,5,6,3,2,"新型农村",1,5,4,7,NA,NA,5,5,2,0,"新型农村"
"2079",370431101,38,1,"Contract",5000,5,NA,NA,NA,5,2,2,79,0,10,4,8,2,"城镇治疗",1,5,5,7,4,NA,1,5,7,7,"城镇治疗"
"2080",370432102,42,1,"Contract",54000,5,NA,NA,NA,5,4,4,78,6,8,5,5,2,"城镇治疗",5,1,4,3,4,NA,5,NA,0,2,"城镇治疗"
"2081",370449103,25,0,"Contract",38600,1,50,NA,NA,5,5,5,78,8,0,10,8,2,"城镇治疗",1,5,2,7,6,NA,5,5,0,1,"城镇治疗"
"2082",370452103,31,1,"Contract",120000,1,600,600,NA,1,4,4,1,5,9,7,9,2,NA,1,1,5,1,8,NA,5,NA,0,7,NA
"2083",370455102,61,1,"Dispatch",7800,5,NA,0,NA,5,4,4,78,5,10,10,7,2,"新型农村",5,5,1,NA,NA,NA,NA,5,7,NA,"新型农村"
"2084",370461101,52,1,"Contract",30000,5,NA,0,NA,5,4,3,3,8,10,10,10,2,"新型农村",5,5,1,NA,NA,NA,NA,5,0,NA,"新型农村"
"2085",370461501,30,0,"Dispatch",25000,5,NA,NA,500,5,3,3,3,0,8,10,10,2,"新型农村",1,1,5,NA,5,NA,5,5,0,0,"新型农村"
"2086",370464101,31,1,"Contract",50000,1,80,0,2000,5,3,3,2,0,10,10,10,2,"城镇治疗",1,1,5,1,8,NA,5,NA,7,7,"城镇治疗"
"2087",370465103,30,1,"Contract",80000,5,NA,0,200,5,2,2,78,5,NA,10,10,2,"新型农村",1,5,3,7,4,NA,5,5,0,0,"新型农村"
"2088",370468106,29,1,"Dispatch",70000,5,NA,300,2000,5,4,4,1,5,8,10,10,2,NA,1,1,5,1,7,NA,5,5,2,7,NA
"2089",370477103,27,0,"Contract",1080,5,NA,NA,NA,5,2,4,78,7,5,6,7,2,"城镇治疗",1,1,4,1,6,NA,5,5,2,7,"城镇治疗"
"2090",370482102,39,0,"Contract",35000,5,NA,NA,1000,1,2,4,3,8,10,10,10,2,"城镇治疗",1,1,5,1,4,NA,5,5,0,0,"城镇治疗"
"2091",370483102,61,1,"Contract",80000,1,1000,1200,NA,1,5,4,79,9,10,1,8,2,"城镇治疗",5,1,1,1,NA,NA,5,NA,7,7,"城镇治疗"
"2092",370483104,24,1,"Contract",76000,1,760,500,NA,1,4,4,78,6,8,8,9,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,3,"城镇治疗"
"2093",370487101,49,1,"Contract",80000,1,NA,NA,NA,1,4,1,2,5,0,8,10,2,"城镇治疗",1,1,5,1,NA,NA,5,NA,7,7,"城镇治疗"
"2094",370487102,50,0,"Contract",25000,1,136,NA,1000,1,2,3,3,6,9,9,8,2,"城镇治疗",1,1,2,7,NA,NA,5,5,7,0,"城镇治疗"
"2095",370488501,30,0,"Contract",38000,1,0,400,NA,5,2,4,78,3,5,10,5,2,"城镇治疗",1,5,3,7,6,NA,5,5,0,0,"城镇治疗"
"2096",370491102,46,0,"Contract",70000,1,NA,NA,NA,1,4,4,78,8,5,9,8,2,"城镇治疗",1,1,5,1,NA,NA,5,NA,3,7,"城镇治疗"
